Latitude (decimal degrees):	54.3285
Longitude (decimal degrees):	-5.7178
Source:	Open-Meteo Historical Weather API (ERA5/ECMWF)
Location:	Down

time,temperature_2m
20250512:0430,10.9
20250512:0500,10.7
20250512:0530,10.8
20250512:0600,10.9
20250512:0630,11.2
20250512:0700,11.6
20250512:0730,12.1
20250512:0800,12.6
20250512:0830,13.1
20250512:0900,13.6
20250512:0930,13.8
20250512:1000,13.9
20250512:1030,14.4
20250512:1100,15.0
20250512:1130,15.6
20250512:1200,16.1
20250512:1230,16.5
20250512:1300,16.9
20250512:1330,17.2
20250512:1400,17.5
20250512:1430,17.8
20250512:1500,18.0
20250512:1530,18.1
20250512:1600,18.3
20250512:1630,18.5
20250512:1700,18.6
20250512:1730,18.5
20250512:1800,18.4
20250512:1830,17.8
20250512:1900,17.1
20250512:1930,16.4
20250512:2000,15.6
20250512:2030,15.0
20250512:2100,14.4
20250512:2130,13.9
20250512:2200,13.4
20250512:2230,13.2
20250512:2300,13.1
20250512:2330,12.9
20250513:0000,12.8
20250513:0030,12.4
20250513:0100,12.0
20250513:0130,11.7
20250513:0200,11.4
20250513:0230,11.1
20250513:0300,10.7
20250513:0330,10.4
20250513:0400,10.1
20250513:0430,10.1
20250513:0500,10.1
20250513:0530,10.6
20250513:0600,11.2
20250513:0630,12.0
20250513:0700,12.8
20250513:0730,13.4
20250513:0800,14.1
20250513:0830,14.6
20250513:0900,15.2
20250513:0930,15.7
20250513:1000,16.1
20250513:1030,16.6
20250513:1100,17.0
20250513:1130,17.3
20250513:1200,17.6
20250513:1230,18.0
20250513:1300,18.4
20250513:1330,18.3
20250513:1400,18.2
20250513:1430,18.4
20250513:1500,18.5
20250513:1530,18.4
20250513:1600,18.4
20250513:1630,18.1
20250513:1700,17.8
20250513:1730,17.4
20250513:1800,16.9
20250513:1830,16.2
20250513:1900,15.6
20250513:1930,14.4
20250513:2000,13.2
20250513:2030,12.6
20250513:2100,11.9
20250513:2130,11.8
20250513:2200,11.6
20250513:2230,11.4
20250513:2300,11.2
20250513:2330,11.1
20250514:0000,11.1
20250514:0030,10.6
20250514:0100,10.1
20250514:0130,9.8
20250514:0200,9.4
20250514:0230,9.2
20250514:0300,9.1
20250514:0330,9.1
20250514:0400,9.1
20250514:0430,9.2
20250514:0500,9.3
20250514:0530,9.8
20250514:0600,10.3
20250514:0630,10.9
20250514:0700,11.4
20250514:0730,11.9
20250514:0800,12.3
20250514:0830,12.6
20250514:0900,12.9
20250514:0930,13.2
20250514:1000,13.4
20250514:1030,13.8
20250514:1100,14.1
20250514:1130,14.4
20250514:1200,14.7
20250514:1230,14.8
20250514:1300,14.9
20250514:1330,15.1
20250514:1400,15.2
20250514:1430,15.3
20250514:1500,15.4
20250514:1530,15.5
20250514:1600,15.6
20250514:1630,15.6
20250514:1700,15.5
20250514:1730,15.3
20250514:1800,15.1
20250514:1830,14.6
20250514:1900,14.2
20250514:1930,13.2
20250514:2000,12.2
20250514:2030,11.6
20250514:2100,11.1
20250514:2130,11.1
20250514:2200,11.0
20250514:2230,11.1
20250514:2300,11.2
20250514:2330,10.9
20250515:0000,10.6
20250515:0030,10.2
20250515:0100,9.9
20250515:0130,9.5
20250515:0200,9.1
20250515:0230,8.6
20250515:0300,8.1
20250515:0330,7.9
20250515:0400,7.7
20250515:0430,7.7
20250515:0500,7.6
20250515:0530,8.3
20250515:0600,9.0
20250515:0630,9.7
20250515:0700,10.4
20250515:0730,10.9
20250515:0800,11.5
20250515:0830,12.1
20250515:0900,12.6
20250515:0930,13.1
20250515:1000,13.7
20250515:1030,14.2
20250515:1100,14.8
20250515:1130,15.2
20250515:1200,15.6
20250515:1230,16.1
20250515:1300,16.5
20250515:1330,16.6
20250515:1400,16.6
20250515:1430,16.7
20250515:1500,16.8
20250515:1530,16.9
20250515:1600,16.9
20250515:1630,16.9
20250515:1700,16.9
20250515:1730,16.9
20250515:1800,16.8
20250515:1830,16.2
20250515:1900,15.7
20250515:1930,14.4
20250515:2000,13.1
20250515:2030,12.4
20250515:2100,11.8
20250515:2130,11.5
20250515:2200,11.2
20250515:2230,10.9
20250515:2300,10.6
20250515:2330,10.6
20250516:0000,10.6
20250516:0030,9.8
20250516:0100,9.1
20250516:0130,8.8
20250516:0200,8.5
20250516:0230,8.2
20250516:0300,7.8
20250516:0330,7.5
20250516:0400,7.2
20250516:0430,7.4
20250516:0500,7.6
20250516:0530,8.2
20250516:0600,8.9
20250516:0630,9.7
20250516:0700,10.4
20250516:0730,11.0
20250516:0800,11.6
20250516:0830,12.2
20250516:0900,12.8
20250516:0930,13.3
20250516:1000,13.8
20250516:1030,14.4
20250516:1100,14.9
20250516:1130,15.4
20250516:1200,16.0
20250516:1230,16.6
20250516:1300,17.1
20250516:1330,17.4
20250516:1400,17.7
20250516:1430,17.9
20250516:1500,18.2
20250516:1530,18.4
20250516:1600,18.6
20250516:1630,18.6
20250516:1700,18.7
20250516:1730,18.4
20250516:1800,18.0
20250516:1830,17.2
20250516:1900,16.4
20250516:1930,15.2
20250516:2000,14.1
20250516:2030,13.3
20250516:2100,12.6
20250516:2130,12.2
20250516:2200,11.9
20250516:2230,11.5
20250516:2300,11.1
20250516:2330,10.9
20250517:0000,10.8
20250517:0030,10.2
20250517:0100,9.6
20250517:0130,9.2
20250517:0200,8.8
20250517:0230,8.4
20250517:0300,7.9
20250517:0330,7.8
20250517:0400,7.7
20250517:0430,7.9
20250517:0500,8.1
20250517:0530,9.1
20250517:0600,10.1
20250517:0630,10.6
20250517:0700,11.2
20250517:0730,11.8
20250517:0800,12.3
20250517:0830,12.7
20250517:0900,13.1
20250517:0930,13.5
20250517:1000,13.9
20250517:1030,14.4
20250517:1100,14.9
20250517:1130,15.0
20250517:1200,15.1
20250517:1230,15.8
20250517:1300,16.5
20250517:1330,16.8
20250517:1400,17.1
20250517:1430,17.4
20250517:1500,17.7
20250517:1530,17.7
20250517:1600,17.7
20250517:1630,17.6
20250517:1700,17.5
20250517:1730,17.5
20250517:1800,17.5
20250517:1830,17.4
20250517:1900,17.2
20250517:1930,16.4
20250517:2000,15.5
20250517:2030,14.9
20250517:2100,14.3
20250517:2130,14.1
20250517:2200,13.9
20250517:2230,13.7
20250517:2300,13.4
20250517:2330,12.8
20250518:0000,12.1
20250518:0030,11.1
20250518:0100,10.1
20250518:0130,9.9
20250518:0200,9.7
20250518:0230,9.4
20250518:0300,9.2
20250518:0330,9.1
20250518:0400,8.9
20250518:0430,8.9
20250518:0500,8.9
20250518:0530,9.9
20250518:0600,10.8
20250518:0630,11.5
20250518:0700,12.2
20250518:0730,12.8
20250518:0800,13.4
20250518:0830,13.9
20250518:0900,14.4
20250518:0930,15.0
20250518:1000,15.6
20250518:1030,16.1
20250518:1100,16.6
20250518:1130,17.1
20250518:1200,17.5
20250518:1230,17.9
20250518:1300,18.4
20250518:1330,18.5
20250518:1400,18.6
20250518:1430,18.6
20250518:1500,18.7
20250518:1530,18.6
20250518:1600,18.5
20250518:1630,18.4
20250518:1700,18.3
20250518:1730,18.1
20250518:1800,17.9
20250518:1830,17.4
20250518:1900,16.8
20250518:1930,15.9
20250518:2000,14.9
20250518:2030,14.0
20250518:2100,13.1
20250518:2130,12.8
20250518:2200,12.4
20250518:2230,12.0
20250518:2300,11.6
20250518:2330,11.4
20250519:0000,11.3
20250519:0030,10.9
20250519:0100,10.6
20250519:0130,10.4
20250519:0200,10.2
20250519:0230,9.9
20250519:0300,9.7
20250519:0330,9.6
20250519:0400,9.4
20250519:0430,9.5
20250519:0500,9.6
20250519:0530,9.9
20250519:0600,10.2
20250519:0630,10.5
20250519:0700,10.8
20250519:0730,11.1
20250519:0800,11.4
20250519:0830,11.7
20250519:0900,11.9
20250519:0930,12.2
20250519:1000,12.4
20250519:1030,12.5
20250519:1100,12.6
20250519:1130,12.8
20250519:1200,13.1
20250519:1230,13.6
20250519:1300,14.0
20250519:1330,14.1
20250519:1400,14.2
20250519:1430,14.1
20250519:1500,14.1
20250519:1530,14.1
20250519:1600,14.2
20250519:1630,14.1
20250519:1700,14.1
20250519:1730,14.0
20250519:1800,13.9
20250519:1830,13.5
20250519:1900,13.1
20250519:1930,12.4
20250519:2000,11.8
20250519:2030,11.1
20250519:2100,10.4
20250519:2130,10.0
20250519:2200,9.6
20250519:2230,9.4
20250519:2300,9.2
20250519:2330,9.1
20250520:0000,8.9
20250520:0030,8.9
20250520:0100,8.8
20250520:0130,8.3
20250520:0200,7.8
20250520:0230,7.8
20250520:0300,7.8
20250520:0330,7.6
20250520:0400,7.4
20250520:0430,7.9
20250520:0500,8.4
20250520:0530,9.4
20250520:0600,10.5
20250520:0630,11.3
20250520:0700,12.1
20250520:0730,12.5
20250520:0800,12.9
20250520:0830,13.2
20250520:0900,13.4
20250520:0930,13.6
20250520:1000,13.8
20250520:1030,13.9
20250520:1100,14.1
20250520:1130,14.2
20250520:1200,14.3
20250520:1230,14.6
20250520:1300,14.8
20250520:1330,14.7
20250520:1400,14.6
20250520:1430,14.8
20250520:1500,14.9
20250520:1530,14.9
20250520:1600,14.9
20250520:1630,14.7
20250520:1700,14.4
20250520:1730,14.2
20250520:1800,14.0
20250520:1830,13.8
20250520:1900,13.7
20250520:1930,13.1
20250520:2000,12.4
20250520:2030,11.7
20250520:2100,10.9
20250520:2130,10.4
20250520:2200,9.9
20250520:2230,9.7
20250520:2300,9.5
20250520:2330,9.4
20250521:0000,9.4
20250521:0030,9.4
20250521:0100,9.4
20250521:0130,9.2
20250521:0200,8.9
20250521:0230,8.8
20250521:0300,8.6
20250521:0330,8.5
20250521:0400,8.4
20250521:0430,8.6
20250521:0500,8.8
20250521:0530,9.5
20250521:0600,10.2
20250521:0630,11.1
20250521:0700,11.9
20250521:0730,12.7
20250521:0800,13.4
20250521:0830,14.1
20250521:0900,14.7
20250521:0930,15.3
20250521:1000,16.0
20250521:1030,16.6
20250521:1100,17.3
20250521:1130,17.9
20250521:1200,18.5
20250521:1230,18.9
20250521:1300,19.2
20250521:1330,19.2
20250521:1400,19.3
20250521:1430,19.2
20250521:1500,19.1
20250521:1530,18.8
20250521:1600,18.5
20250521:1630,18.1
20250521:1700,17.8
20250521:1730,17.3
20250521:1800,16.8
20250521:1830,16.0
20250521:1900,15.2
20250521:1930,14.3
20250521:2000,13.4
20250521:2030,12.8
20250521:2100,12.2
20250521:2130,11.9
20250521:2200,11.6
20250521:2230,11.3
20250521:2300,11.1
20250521:2330,10.9
20250522:0000,10.8
20250522:0030,10.4
20250522:0100,9.9
20250522:0130,9.7
20250522:0200,9.4
20250522:0230,9.2
20250522:0300,8.9
20250522:0330,8.5
20250522:0400,8.1
20250522:0430,8.1
20250522:0500,8.1
20250522:0530,8.7
20250522:0600,9.3
20250522:0630,9.9
20250522:0700,10.6
20250522:0730,11.2
20250522:0800,11.8
20250522:0830,12.1
20250522:0900,12.4
20250522:0930,12.4
20250522:1000,12.3
20250522:1030,12.4
20250522:1100,12.4
20250522:1130,12.8
20250522:1200,13.1
20250522:1230,13.3
20250522:1300,13.5
20250522:1330,13.7
20250522:1400,13.9
20250522:1430,13.8
20250522:1500,13.6
20250522:1530,13.5
20250522:1600,13.4
20250522:1630,12.9
20250522:1700,12.4
20250522:1730,12.2
20250522:1800,12.0
20250522:1830,11.9
20250522:1900,11.9
20250522:1930,11.4
20250522:2000,10.8
20250522:2030,10.2
20250522:2100,9.5
20250522:2130,9.3
20250522:2200,9.1
20250522:2230,9.0
20250522:2300,8.9
20250522:2330,8.8
20250523:0000,8.7
20250523:0030,8.2
20250523:0100,7.7
20250523:0130,7.6
20250523:0200,7.4
20250523:0230,7.2
20250523:0300,6.9
20250523:0330,6.4
20250523:0400,5.9
20250523:0430,6.2
20250523:0500,6.4
20250523:0530,7.3
20250523:0600,8.2
20250523:0630,9.3
20250523:0700,10.4
20250523:0730,11.2
20250523:0800,11.9
20250523:0830,12.4
20250523:0900,12.9
20250523:0930,13.3
20250523:1000,13.7
20250523:1030,14.1
20250523:1100,14.6
20250523:1130,15.2
20250523:1200,15.9
20250523:1230,16.6
20250523:1300,17.4
20250523:1330,17.2
20250523:1400,17.0
20250523:1430,16.4
20250523:1500,15.8
20250523:1530,15.5
20250523:1600,15.2
20250523:1630,14.9
20250523:1700,14.6
20250523:1730,14.5
20250523:1800,14.4
20250523:1830,14.3
20250523:1900,14.2
20250523:1930,14.3
20250523:2000,14.4
20250523:2030,14.7
20250523:2100,14.9
20250523:2130,15.0
20250523:2200,15.1
20250523:2230,14.9
20250523:2300,14.7
20250523:2330,14.5
20250524:0000,14.3
20250524:0030,14.6
20250524:0100,14.8
20250524:0130,14.7
20250524:0200,14.6
20250524:0230,14.6
20250524:0300,14.6
20250524:0330,14.6
20250524:0400,14.6
20250524:0430,14.6
20250524:0500,14.6
20250524:0530,14.7
20250524:0600,14.8
20250524:0630,15.2
20250524:0700,15.6
20250524:0730,15.8
20250524:0800,16.0
20250524:0830,16.1
20250524:0900,16.3
20250524:0930,16.6
20250524:1000,17.0
20250524:1030,17.4
20250524:1100,17.7
20250524:1130,17.6
20250524:1200,17.6
20250524:1230,17.8
20250524:1300,17.9
20250524:1330,17.4
20250524:1400,17.0
20250524:1430,16.9
20250524:1500,16.8
20250524:1530,16.7
20250524:1600,16.6
20250524:1630,16.0
20250524:1700,15.4
20250524:1730,15.2
20250524:1800,14.9
20250524:1830,14.9
20250524:1900,15.0
20250524:1930,15.1
20250524:2000,15.1
20250524:2030,14.8
20250524:2100,14.6
20250524:2130,14.3
20250524:2200,14.1
20250524:2230,13.5
20250524:2300,12.9
20250524:2330,12.7
20250525:0000,12.4
20250525:0030,12.5
20250525:0100,12.6
20250525:0130,12.2
20250525:0200,11.9
20250525:0230,11.7
20250525:0300,11.4
20250525:0330,10.9
20250525:0400,10.3
20250525:0430,10.2
20250525:0500,10.1
20250525:0530,10.2
20250525:0600,10.4
20250525:0630,10.7
20250525:0700,10.9
20250525:0730,11.2
20250525:0800,11.4
20250525:0830,11.8
20250525:0900,12.1
20250525:0930,12.6
20250525:1000,13.0
20250525:1030,13.4
20250525:1100,13.9
20250525:1130,13.8
20250525:1200,13.6
20250525:1230,13.8
20250525:1300,14.0
20250525:1330,13.0
20250525:1400,12.0
20250525:1430,12.3
20250525:1500,12.7
20250525:1530,12.9
20250525:1600,13.1
20250525:1630,12.4
20250525:1700,11.7
20250525:1730,11.4
20250525:1800,11.1
20250525:1830,10.8
20250525:1900,10.6
20250525:1930,10.4
20250525:2000,10.2
20250525:2030,10.0
20250525:2100,9.8
20250525:2130,9.6
20250525:2200,9.3
20250525:2230,9.2
20250525:2300,9.0
20250525:2330,8.8
20250526:0000,8.7
20250526:0030,8.6
20250526:0100,8.4
20250526:0130,8.2
20250526:0200,8.1
20250526:0230,8.1
20250526:0300,8.2
20250526:0330,8.1
20250526:0400,8.1
20250526:0430,8.2
20250526:0500,8.4
20250526:0530,8.8
20250526:0600,9.2
20250526:0630,9.7
20250526:0700,10.2
20250526:0730,10.7
20250526:0800,11.2
20250526:0830,11.6
20250526:0900,11.9
20250526:0930,12.1
20250526:1000,12.3
20250526:1030,12.4
20250526:1100,12.6
20250526:1130,12.2
20250526:1200,11.8
20250526:1230,11.7
20250526:1300,11.6
20250526:1330,11.8
20250526:1400,11.9
20250526:1430,11.9
20250526:1500,11.8
20250526:1530,11.9
20250526:1600,12.1
20250526:1630,12.1
20250526:1700,12.2
20250526:1730,12.1
20250526:1800,11.9
20250526:1830,12.0
20250526:1900,12.1
20250526:1930,12.2
20250526:2000,12.4
20250526:2030,11.9
20250526:2100,11.3
20250526:2130,11.0
20250526:2200,10.7
20250526:2230,10.2
20250526:2300,9.8
20250526:2330,9.6
20250527:0000,9.4
20250527:0030,9.3
20250527:0100,9.2
20250527:0130,9.1
20250527:0200,9.1
20250527:0230,9.1
20250527:0300,9.0
20250527:0330,8.9
20250527:0400,8.9
20250527:0430,9.1
20250527:0500,9.2
20250527:0530,9.5
20250527:0600,9.8
20250527:0630,10.2
20250527:0700,10.6
20250527:0730,10.7
20250527:0800,10.8
20250527:0830,11.0
20250527:0900,11.2
20250527:0930,11.3
20250527:1000,11.4
20250527:1030,11.3
20250527:1100,11.2
20250527:1130,11.2
20250527:1200,11.3
20250527:1230,11.8
20250527:1300,12.3
20250527:1330,12.2
20250527:1400,12.0
20250527:1430,12.4
20250527:1500,12.9
20250527:1530,13.1
20250527:1600,13.2
20250527:1630,13.1
20250527:1700,13.1
20250527:1730,13.1
20250527:1800,13.0
20250527:1830,12.8
20250527:1900,12.7
20250527:1930,12.2
20250527:2000,11.7
20250527:2030,11.5
20250527:2100,11.3
20250527:2130,11.2
20250527:2200,11.1
20250527:2230,10.8
20250527:2300,10.6
20250527:2330,10.2
20250528:0000,9.8
20250528:0030,9.9
20250528:0100,10.1
20250528:0130,10.0
20250528:0200,9.9
20250528:0230,9.9
20250528:0300,9.9
20250528:0330,9.9
20250528:0400,9.9
20250528:0430,9.9
20250528:0500,9.9
20250528:0530,10.2
20250528:0600,10.4
20250528:0630,10.5
20250528:0700,10.6
20250528:0730,10.9
20250528:0800,11.2
20250528:0830,11.6
20250528:0900,11.9
20250528:0930,12.8
20250528:1000,13.6
20250528:1030,14.0
20250528:1100,14.4
20250528:1130,14.6
20250528:1200,14.8
20250528:1230,14.9
20250528:1300,15.1
20250528:1330,15.4
20250528:1400,15.8
20250528:1430,15.9
20250528:1500,16.0
20250528:1530,15.4
20250528:1600,14.8
20250528:1630,14.5
20250528:1700,14.2
20250528:1730,13.9
20250528:1800,13.7
20250528:1830,13.8
20250528:1900,13.8
20250528:1930,13.4
20250528:2000,13.1
20250528:2030,12.9
20250528:2100,12.7
20250528:2130,12.6
20250528:2200,12.5
20250528:2230,12.4
20250528:2300,12.4
20250528:2330,12.4
20250529:0000,12.4
20250529:0030,12.4
20250529:0100,12.3
20250529:0130,12.2
20250529:0200,12.1
20250529:0230,12.6
20250529:0300,13.1
20250529:0330,13.6
20250529:0400,14.1
20250529:0430,14.5
20250529:0500,14.9
20250529:0530,15.2
20250529:0600,15.4
20250529:0630,15.7
20250529:0700,15.9
20250529:0730,16.0
20250529:0800,16.1
20250529:0830,16.4
20250529:0900,16.6
20250529:0930,16.9
20250529:1000,17.1
20250529:1030,17.7
20250529:1100,18.3
20250529:1130,18.1
20250529:1200,17.8
20250529:1230,17.8
20250529:1300,17.8
20250529:1330,17.9
20250529:1400,18.0
20250529:1430,18.0
20250529:1500,18.0
20250529:1530,18.2
20250529:1600,18.4
20250529:1630,18.0
20250529:1700,17.7
20250529:1730,17.7
20250529:1800,17.7
20250529:1830,17.4
20250529:1900,17.1
20250529:1930,16.9
20250529:2000,16.6
20250529:2030,16.2
20250529:2100,15.9
20250529:2130,15.7
20250529:2200,15.4
20250529:2230,15.3
20250529:2300,15.2
20250529:2330,14.8
20250530:0000,14.4
20250530:0030,14.3
20250530:0100,14.2
20250530:0130,14.1
20250530:0200,14.1
20250530:0230,14.0
20250530:0300,13.9
20250530:0330,13.8
20250530:0400,13.6
20250530:0430,13.4
20250530:0500,13.2
20250530:0530,13.3
20250530:0600,13.5
20250530:0630,13.8
20250530:0700,14.1
20250530:0730,14.6
20250530:0800,15.1
20250530:0830,15.5
20250530:0900,15.9
20250530:0930,16.4
20250530:1000,16.8
20250530:1030,17.0
20250530:1100,17.1
20250530:1130,17.5
20250530:1200,17.9
20250530:1230,18.4
20250530:1300,18.8
20250530:1330,18.9
20250530:1400,19.0
20250530:1430,18.7
20250530:1500,18.4
20250530:1530,18.2
20250530:1600,18.1
20250530:1630,17.9
20250530:1700,17.6
20250530:1730,16.9
20250530:1800,16.1
20250530:1830,16.1
20250530:1900,16.2
20250530:1930,15.6
20250530:2000,15.1
20250530:2030,14.3
20250530:2100,13.6
20250530:2130,13.3
20250530:2200,13.1
20250530:2230,12.8
20250530:2300,12.5
20250530:2330,12.6
20250531:0000,12.7
20250531:0030,12.8
20250531:0100,12.8
20250531:0130,12.6
20250531:0200,12.3
20250531:0230,12.6
20250531:0300,12.9
20250531:0330,13.0
20250531:0400,13.1
20250531:0430,13.0
20250531:0500,12.9
20250531:0530,13.2
20250531:0600,13.6
20250531:0630,13.8
20250531:0700,14.1
20250531:0730,14.6
20250531:0800,15.1
20250531:0830,15.6
20250531:0900,16.0
20250531:0930,16.3
20250531:1000,16.6
20250531:1030,16.6
20250531:1100,16.7
20250531:1130,16.6
20250531:1200,16.5
20250531:1230,16.1
20250531:1300,15.6
20250531:1330,15.3
20250531:1400,15.1
20250531:1430,15.6
20250531:1500,16.2
20250531:1530,16.3
20250531:1600,16.4
20250531:1630,15.8
20250531:1700,15.3
20250531:1730,15.1
20250531:1800,14.9
20250531:1830,14.4
20250531:1900,13.9
20250531:1930,13.4
20250531:2000,12.8
20250531:2030,12.3
20250531:2100,11.8
20250531:2130,11.4
20250531:2200,11.1
20250531:2230,10.9
20250531:2300,10.7
20250531:2330,10.6
20250601:0000,10.4
20250601:0030,10.2
20250601:0100,9.9
20250601:0130,9.9
20250601:0200,9.8
20250601:0230,9.9
20250601:0300,9.9
20250601:0330,10.2
20250601:0400,10.4
20250601:0430,10.5
20250601:0500,10.6
20250601:0530,10.6
20250601:0600,10.7
20250601:0630,10.7
20250601:0700,10.7
20250601:0730,10.9
20250601:0800,11.1
20250601:0830,11.9
20250601:0900,12.7
20250601:0930,13.4
20250601:1000,14.1
20250601:1030,14.6
20250601:1100,15.0
20250601:1130,14.9
20250601:1200,14.9
20250601:1230,15.0
20250601:1300,15.1
20250601:1330,15.1
20250601:1400,15.1
20250601:1430,14.9
20250601:1500,14.7
20250601:1530,14.3
20250601:1600,13.9
20250601:1630,13.4
20250601:1700,12.8
20250601:1730,12.8
20250601:1800,12.8
20250601:1830,12.5
20250601:1900,12.2
20250601:1930,11.8
20250601:2000,11.4
20250601:2030,11.0
20250601:2100,10.6
20250601:2130,10.4
20250601:2200,10.2
20250601:2230,10.0
20250601:2300,9.8
20250601:2330,9.6
20250602:0000,9.4
20250602:0030,9.2
20250602:0100,8.9
20250602:0130,8.7
20250602:0200,8.4
20250602:0230,8.2
20250602:0300,8.1
20250602:0330,8.0
20250602:0400,7.9
20250602:0430,8.2
20250602:0500,8.4
20250602:0530,9.0
20250602:0600,9.6
20250602:0630,10.3
20250602:0700,11.1
20250602:0730,11.6
20250602:0800,12.2
20250602:0830,12.6
20250602:0900,13.1
20250602:0930,13.3
20250602:1000,13.6
20250602:1030,13.9
20250602:1100,14.2
20250602:1130,14.1
20250602:1200,14.1
20250602:1230,14.3
20250602:1300,14.6
20250602:1330,14.1
20250602:1400,13.7
20250602:1430,13.9
20250602:1500,14.1
20250602:1530,13.9
20250602:1600,13.8
20250602:1630,13.9
20250602:1700,14.1
20250602:1730,13.8
20250602:1800,13.5
20250602:1830,13.4
20250602:1900,13.3
20250602:1930,13.1
20250602:2000,12.8
20250602:2030,12.4
20250602:2100,12.1
20250602:2130,11.8
20250602:2200,11.6
20250602:2230,11.6
20250602:2300,11.6
20250602:2330,11.6
20250603:0000,11.7
20250603:0030,11.6
20250603:0100,11.5
20250603:0130,11.4
20250603:0200,11.4
20250603:0230,11.2
20250603:0300,11.1
20250603:0330,10.3
20250603:0400,9.6
20250603:0430,9.4
20250603:0500,9.3
20250603:0530,9.6
20250603:0600,9.8
20250603:0630,10.3
20250603:0700,10.8
20250603:0730,11.2
20250603:0800,11.6
20250603:0830,12.0
20250603:0900,12.4
20250603:0930,12.5
20250603:1000,12.6
20250603:1030,12.7
20250603:1100,12.8
20250603:1130,12.9
20250603:1200,13.1
20250603:1230,13.3
20250603:1300,13.6
20250603:1330,13.6
20250603:1400,13.6
20250603:1430,13.8
20250603:1500,13.9
20250603:1530,13.8
20250603:1600,13.7
20250603:1630,13.4
20250603:1700,13.2
20250603:1730,12.8
20250603:1800,12.5
20250603:1830,12.0
20250603:1900,11.5
20250603:1930,11.0
20250603:2000,10.5
20250603:2030,10.1
20250603:2100,9.7
20250603:2130,9.3
20250603:2200,9.0
20250603:2230,8.8
20250603:2300,8.6
20250603:2330,8.5
20250604:0000,8.4
20250604:0030,8.4
20250604:0100,8.3
20250604:0130,8.2
20250604:0200,8.1
20250604:0230,8.0
20250604:0300,7.9
20250604:0330,7.8
20250604:0400,7.8
20250604:0430,7.9
20250604:0500,8.0
20250604:0530,8.3
20250604:0600,8.7
20250604:0630,9.1
20250604:0700,9.6
20250604:0730,10.1
20250604:0800,10.5
20250604:0830,10.8
20250604:0900,11.2
20250604:0930,11.1
20250604:1000,11.1
20250604:1030,12.0
20250604:1100,12.9
20250604:1130,11.8
20250604:1200,10.6
20250604:1230,11.6
20250604:1300,12.5
20250604:1330,13.2
20250604:1400,13.8
20250604:1430,13.6
20250604:1500,13.4
20250604:1530,13.2
20250604:1600,13.1
20250604:1630,12.9
20250604:1700,12.8
20250604:1730,12.5
20250604:1800,12.2
20250604:1830,12.1
20250604:1900,11.9
20250604:1930,11.4
20250604:2000,11.0
20250604:2030,10.1
20250604:2100,9.2
20250604:2130,8.6
20250604:2200,8.1
20250604:2230,7.7
20250604:2300,7.3
20250604:2330,7.1
20250605:0000,6.9
20250605:0030,7.3
20250605:0100,7.8
20250605:0130,8.3
20250605:0200,8.9
20250605:0230,9.0
20250605:0300,9.1
